,create_Date,last_update, Price ,sales,app_name,Created_by, usd , total , inr-tot ,
860,01-Dec-16, 3 Jun 18, $199 ,9,Black Friday Epic Sale - 26 source codes,, $66.00 ," $1,791.00 "," ? 1,18,206.00 ",
861,01-Dec-16, 9 Mar 17, $18 ,8,Water Bottle Flip Challenges,Dulisa1, $66.00 , $144.00 ," ? 9,504.00 ",
862,26-Nov-16, 25 Nov 16, $15 ,1,Dribble Man - Buildbox 2 Template,TigerIOS, $66.00 , $15.00 , ? 990.00 ,
863,26-Nov-16, 25 Nov 16, $19 ,10,Retro Dots - Back to School,avansaber, $66.00 , $190.00 ," ? 12,540.00 ",
864,26-Nov-16, 22 Jan 18, $25 ,60,Global (single radio) iOS Swift4,Appteve, $66.00 ," $1,500.00 "," ? 99,000.00 ",
865,23-Nov-16, 25 May 18, $30 ,18,Journey | iOS Universal Social Travel App Template (Swift),cubycode, $66.00 , $540.00 ," ? 35,640.00 ",
866,23-Nov-16, 22 Nov 16, $14 ,4,Flappy Fish - Buildbox complete game and Xcode project,RuntimeError, $66.00 , $56.00 ," ? 3,696.00 ",
867,23-Nov-16, 22 Nov 16, $16 ,3,Bird Drop Bird - Buildbox complete game and Xcode Project,RuntimeError, $66.00 , $48.00 ," ? 3,168.00 ",
868,23-Nov-16, 22 Nov 16, $10 ,4,Ionic Social Network App,ariadnaguitian, $66.00 , $40.00 ," ? 2,640.00 ",
869,17-Nov-16, 16 Nov 16, $20 ,3,7 Games Source Code Xcode 8.1 & iOS 10+,TigerIOS, $66.00 , $60.00 ," ? 3,960.00 ",
870,17-Nov-16, 16 Nov 16, $20 ,11,Slot Machine,OrangeStudioMain, $66.00 , $220.00 ," ? 14,520.00 ",
871,17-Nov-16, 16 Nov 16, $20 ,0,4Colors,OrangeStudioMain, $66.00 , $-   , ? -   ,
872,17-Nov-16, 16 Nov 16, $20 ,2,Rolling Tires : Winter Edition XCode IOS Endless Addictive Project,MobileGTs, $66.00 , $40.00 ," ? 2,640.00 ",
873,16-Nov-16, 17 Feb 17, $24 ,23,Planner,kPorscheAter, $66.00 , $552.00 ," ? 36,432.00 ",
874,16-Nov-16, 24 Jan 19, $25 ,111,Rebeloper Messages - iMessage App in Swift 4.2,, $66.00 ," $2,775.00 "," ? 1,83,150.00 ",
875,16-Nov-16, 15 Nov 16, $14 ,3,GetDown IOS,GohanLee, $66.00 , $42.00 ," ? 2,772.00 ",
876,14-Nov-16, 14 Nov 16, $5 ,6,3 iOS Game Templates + IAP + Game Service,Dbraxt09, $66.00 , $30.00 ," ? 1,980.00 ",
877,12-Nov-16, 19 May 17, $120 ,28,Video and GIF Creator,allzone, $66.00 ," $3,360.00 "," ? 2,21,760.00 ",
878,10-Nov-16, 10 Nov 16, $24 ,6,Animals Jump for IOS,Super_Studios, $66.00 , $144.00 ," ? 9,504.00 ",
879,10-Nov-16, 19 Jan 19, $25 ,130,Radio Play for iOS and tvOS (compatible iOS 12 & tvOS 12),RadiomymeDev, $66.00 ," $3,250.00 "," ? 2,14,500.00 ",
880,09-Nov-16, 8 Nov 16, $20 ,6,Funniest Jump!!! XCODE IOS Project Admob,MobileGTs, $66.00 , $120.00 ," ? 7,920.00 ",
881,09-Nov-16, 8 Nov 16, $25 ,5,Just Avoid Them - iOS 10 ready,rebeloper, $66.00 , $125.00 ," ? 8,250.00 ",
882,09-Nov-16, 8 Nov 16, $19 ,38,STICKer-UP - iMessage Sticker App,RockStar_Media, $66.00 , $722.00 ," ? 47,652.00 ",
883,09-Nov-16, 8 Nov 16, $8 ,9,KPA Graphs,kPorscheAter, $66.00 , $72.00 ," ? 4,752.00 ",
884,08-Nov-16, 7 Nov 16, $35 ,6,Word Scramble Quiz With CMS & Ads - iOS,INVEDION, $66.00 , $210.00 ," ? 13,860.00 ",
885,07-Nov-16, 8 Nov 16, $24 ,10,Endless Runner Collect Gold - Unity 3D and IOS Xcode,toolgaege, $66.00 , $240.00 ," ? 15,840.00 ",
886,07-Nov-16, 6 Nov 16, $20 ,7,Animal Jungle - Addictive Game IOS XCODE Project,MobileGTs, $66.00 , $140.00 ," ? 9,240.00 ",
887,07-Nov-16, 16 Nov 16, $29 ,39,Saloon Booking iOS Native App with Wordpress Plugin with Responsive Web Theme,thecodefactory, $66.00 ," $1,131.00 "," ? 74,646.00 ",
888,07-Nov-16, 30 Nov 17, $18 ,9,Whack a mole iOS & Android universal! Ads & IAP included!,fifdee, $66.00 , $162.00 ," ? 10,692.00 ",
889,07-Nov-16, 6 Nov 16, $9 ,5,Dessert Boy - iOS - Android - iAP + ADMOB + Leaderboards + Buildbox 2.0,Xellentpro, $66.00 , $45.00 ," ? 2,970.00 ",
890,07-Nov-16, 6 Nov 16, $25 ,61,Apple TV Church App - ChurchYangu,RockStar_Media, $66.00 ," $1,525.00 "," ? 1,00,650.00 ",
891,07-Nov-16, 26 Oct 17, $19 ,82,Firebase Push Notification iOS / FCM + Advance Admin Panel,icanstudioz, $66.00 ," $1,558.00 "," ? 1,02,828.00 ",
892,02-Nov-16, 2 Nov 16, $25 ,14,Find The Pair – One Hour Reskin - iOS 10 and Swift 3 ready,rebeloper, $66.00 , $350.00 ," ? 23,100.00 ",
893,01-Nov-16, 16 Nov 16, $9 ,30,Customizable Site App iOS,CrazySami, $66.00 , $270.00 ," ? 17,820.00 ",
894,01-Nov-16, 31 Oct 16, $18 ,4,ToDoApp - IOSTaskManager,theawesomecoder, $66.00 , $72.00 ," ? 4,752.00 ",
895,01-Nov-16, 14 Nov 16, $29 ,226,Taxi Booking App - A Complete Clone of UBER with User,, $66.00 ," $6,554.00 "," ? 4,32,564.00 ",
896,01-Nov-16, 31 Oct 16, $16 ,4,Shape Escape IOS,TysooN, $66.00 , $64.00 ," ? 4,224.00 ",
897,01-Nov-16, 18 Nov 16, $24 ,4,iOS Photo Upload Manager,CrazySami, $66.00 , $96.00 ," ? 6,336.00 ",
898,29-Oct-16, 28 Oct 16, $17 ,14,Easy Lingos : Learn Languages (iOS App),MicroCode, $66.00 , $238.00 ," ? 15,708.00 ",
899,29-Oct-16, 28 Oct 16, $75 ,0,Tap To Fire - Fast Taping Reaction Gameplay,Dulisa1, $66.00 , $-   , ? -   ,
900,29-Oct-16, 28 Oct 16, $58 ,0,Go Off. - Arcade Game For Finger Shooting.,Dulisa1, $66.00 , $-   , ? -   ,
901,28-Oct-16, 31 Oct 16, $14 ,10,Chicken Run - Ios Full BuildBox Game (Xcode - BBDOC),DaWayoApps, $66.00 , $140.00 ," ? 9,240.00 ",
902,26-Oct-16, 19 Dec 16, $99 ,7,TwittyClone,kutakmir, $66.00 , $693.00 ," ? 45,738.00 ",
903,26-Oct-16, 25 May 18, $33 ,45,Hey! | iOS Universal Short Messaging App Template (Swift),cubycode, $66.00 ," $1,485.00 "," ? 98,010.00 ",
904,26-Oct-16, 11 Nov 16, $59 ,6,Halloween Bundle Sale - 5 source codes in iOS 10 and Swift 3,rebeloper, $66.00 , $354.00 ," ? 23,364.00 ",
905,25-Oct-16, 24 Oct 16, $8 ,15,Soldier Dave - iOS - Android - iAP + ADMOB + Leaderboards +  Buildbox 2.0,Xellentpro, $66.00 , $120.00 ," ? 7,920.00 ",
906,25-Oct-16, 23 Nov 17, $29 ,49,appyWP - WordPress to iOS App Template for Blog and News,AppyStudio, $66.00 ," $1,421.00 "," ? 93,786.00 ",
907,22-Oct-16, 21 Oct 16, $5 ,5,KPA Drag & Drop,kPorscheAter, $66.00 , $25.00 ," ? 1,650.00 ",
908,19-Oct-16, 19 Jan 18, $25 ,21,Choose (iOS),Appteve, $66.00 , $525.00 ," ? 34,650.00 ",
909,18-Oct-16, 17 Oct 16, $20 ,15,Switchle - Addictive Game IOS XCODE Project,MobileGTs, $66.00 , $300.00 ," ? 19,800.00 ",
910,18-Oct-16, 17 Oct 16, $20 ,6,UBounce IOS  XCODE Project,MobileGTs, $66.00 , $120.00 ," ? 7,920.00 ",
911,18-Oct-16, 11 Sep 18, $24 ,28,Coupons Finder Full iOS Application v1.4,MGAppcelerator, $66.00 , $672.00 ," ? 44,352.00 ",
912,17-Oct-16, 16 Oct 16, $25 ,2,Throw the Ball – One Hour Reskin - iOS 10 and Swift 3 ready,rebeloper, $66.00 , $50.00 ," ? 3,300.00 ",
913,17-Oct-16, 19 Jan 17, $25 ,3,The Impossible Game – Deluxe Edition - iOS 10 and Swift 3 ready,rebeloper, $66.00 , $75.00 ," ? 4,950.00 ",
914,17-Oct-16, 16 Oct 16, $25 ,1,Group Them - One Hour Reskin - iOS 10 and Swift 3 ready,rebeloper, $66.00 , $25.00 ," ? 1,650.00 ",
915,17-Oct-16, 31 Oct 16, $5 ,3,HOW MAD + IAP + Game Service,Dbraxt09, $66.00 , $15.00 , ? 990.00 ,
916,14-Oct-16, 9 Mar 17, $25 ,5,Fat Boy World 2,Dulisa1, $66.00 , $125.00 ," ? 8,250.00 ",
917,13-Oct-16, 4 Oct 17, $10003 ,176,Firetask - The missing well coded Ionic 3 Firebase Full Application Template,Stewan_io, $66.00 ," $17,60,528.00 "," ? 11,61,94,848.00 ",
918,12-Oct-16, 11 Oct 16, $25 ,0,Gatherer – One Hour Reskin - iOS 10 and Swift 3 ready,rebeloper, $66.00 , $-   , ? -   ,
919,12-Oct-16, 11 Oct 16, $25 ,3,Whack Till You Can - One Hour Reskin - iOS 10 and Swift 3 ready,rebeloper, $66.00 , $75.00 ," ? 4,950.00 ",
920,12-Oct-16, 24 Jan 19, $25 ,24,Rebeloper Store - The Ultimate In-app Purchase Helper for  iOS 12 and Swift 4.2,rebeloper, $66.00 , $600.00 ," ? 39,600.00 ",
921,12-Oct-16, 13 Oct 16, $19 ,37,City App - directory for android & ios,NoxonThemes, $66.00 , $703.00 ," ? 46,398.00 ",
922,10-Oct-16, 24 Oct 18, $25 ,111,Anti Candy Crunch – the MATCH-4 Source Code - iOS 12 and Swift 4.2 ready,rebeloper, $66.00 ," $2,775.00 "," ? 1,83,150.00 ",
923,05-Oct-16, 26 Apr 18, $39 ,60,Pro Shot | iOS Universal Photo Editor App Template (Obj-C),cubycode, $66.00 ," $2,340.00 "," ? 1,54,440.00 ",
924,05-Oct-16, 25 May 18, $39 ,67,Shoppy | iOS Universal eCommerce App Template (Swift),cubycode, $66.00 ," $2,613.00 "," ? 1,72,458.00 ",
925,05-Oct-16, 4 Oct 16, $25 ,16,iOS Fruit Market - Local fruit store app,ShreehariWeb, $66.00 , $400.00 ," ? 26,400.00 ",
926,03-Oct-16, 3 Oct 16, $16 ,0,Dots Switch : Tap And Switch For IOC + Buildbox Game Template,genstore, $66.00 , $-   , ? -   ,
927,03-Oct-16, 4 Dec 17, $29 ,84,appyCity - iOS 11 City Guide Map App - XCode 9 / Swift 4,AppyStudio, $66.00 ," $2,436.00 "," ? 1,60,776.00 ",
928,30-Sep-16, 7 Mar 19, $24 ,147,Instagram Mobile Template + Messages + AdMob + PushNotifications + Web (Photo/Video) v.3,01eg_me, $66.00 ," $3,528.00 "," ? 2,32,848.00 ",
929,30-Sep-16, 3 Oct 16, $12 ,6,Jump Or Sleep,PonyStudio, $66.00 , $72.00 ," ? 4,752.00 ",
930,28-Sep-16, 28 Sep 16, $19 ,63,Classified iOS iPhone App,sanljiljan, $66.00 ," $1,197.00 "," ? 79,002.00 ",
931,28-Sep-16, 28 Sep 16, $12 ,0,Blackbelt Brick Break,andypullshare, $66.00 , $-   , ? -   ,
932,27-Sep-16, 9 Mar 17, $14 ,15,Flappy Color Falling - This Time You Falling Down,Dulisa1, $66.00 , $210.00 ," ? 13,860.00 ",
933,27-Sep-16, 27 Sep 16, $25 ,8,i Time Attendence iOS App,webdevspot, $66.00 , $200.00 ," ? 13,200.00 ",
934,23-Sep-16, 23 Sep 16, $20 ,7,Baby Quiz Alphabet And Numbers IOS Version,wasifgc, $66.00 , $140.00 ," ? 9,240.00 ",
935,23-Sep-16, 1 Jun 17, $23 ,8,Stories for Kids - iOS Swift Xcode App with Admob,aultoon, $66.00 , $184.00 ," ? 12,144.00 ",
936,23-Sep-16, 23 Sep 16, $15 ,1,Rolling Ball - Unity 5- iOS,Yakloft, $66.00 , $15.00 , ? 990.00 ,
937,20-Sep-16, 24 Oct 16, $5 ,5,I'll Make It Home + IAP + Game Service,Dbraxt09, $66.00 , $25.00 ," ? 1,650.00 ",
938,20-Sep-16, 11 Jun 18, $30 ,35,HD Wallpaper Template for iOS with PHP CMS Admin Panel,ExpressTemplate, $66.00 ," $1,050.00 "," ? 69,300.00 ",
939,19-Sep-16, 19 Sep 16, $15 ,3,Image Answer ,viaviwebtech, $66.00 , $45.00 ," ? 2,970.00 ",
940,17-Sep-16, 29 Dec 17, $25 ,4,Pipe Pipe,WhaleGames, $66.00 , $100.00 ," ? 6,600.00 ",
941,16-Sep-16, 16 Sep 16, $18 ,1,Go Crab Go Balloon Boom Game - Unity 3D - IOS Xcode,toolgaege, $66.00 , $18.00 ," ? 1,188.00 ",
942,14-Sep-16, 13 Sep 16, $35 ,4,Photo Trivia Quiz With CMS - iOS,INVEDION, $66.00 , $140.00 ," ? 9,240.00 ",
943,13-Sep-16, 12 Sep 16, $16 ,0,EasyShare On Multiple SocialMedia,hkjoker, $66.00 , $-   , ? -   ,
944,13-Sep-16, 12 Sep 16, $12 ,1,Baseball Pitch - Swing your own bat!,andypullshare, $66.00 , $12.00 , ? 792.00 ,
945,13-Sep-16, 12 Sep 16, $25 ,4,App Store Search - iOS Universal App (Swift) ,stevk, $66.00 , $100.00 ," ? 6,600.00 ",
946,13-Sep-16, 12 Sep 16, $39 ,8,EDU MCQ Quiz - iPhone,arkayapps, $66.00 , $312.00 ," ? 20,592.00 ",
947,07-Sep-16, 6 Sep 16, $15 ,0,Banjo Master FREE,andypullshare, $66.00 , $-   , ? -   ,
948,05-Sep-16, 4 Oct 18, $24 ,10,Area Calculator for iOS - Full Application with PSD,ExpressTemplate, $66.00 , $240.00 ," ? 15,840.00 ",
949,05-Sep-16, 11 Sep 18, $24 ,16,PokeMon Finder Full iOS Application v1.6,MGAppcelerator, $66.00 , $384.00 ," ? 25,344.00 ",
950,02-Sep-16, 2 Sep 16, $17 ,11,StickMan Ninja Hero + Buildbox Game Template ,genstore, $66.00 , $187.00 ," ? 12,342.00 ",
951,02-Sep-16, 23 Sep 16, $5 ,7,Something's Not RIght! + IAP + Game Service,Dbraxt09, $66.00 , $35.00 ," ? 2,310.00 ",
952,02-Sep-16, 2 Sep 16, $12 ,2,Virtual Axe,andypullshare, $66.00 , $24.00 ," ? 1,584.00 ",
953,02-Sep-16, 22 May 17, $20 ,38,WordPress Blog App Template for iPhone and iPad,MDS-Lab, $66.00 , $760.00 ," ? 50,160.00 ",
954,01-Sep-16, 1 Sep 16, $17 ,5,Real Estate Swift,emrekhan, $66.00 , $85.00 ," ? 5,610.00 ",
955,30-Aug-16, 30 Aug 16, $13 ,0,Automatic Rifle FREE,andypullshare, $66.00 , $-   , ? -   ,
956,30-Aug-16, 30 Aug 16, $13 ,1,Hey! Whistle - Catch Attention Easily!,andypullshare, $66.00 , $13.00 , ? 858.00 ,
957,29-Aug-16, 29 Dec 17, $25 ,7,Nukleos,WhaleGames, $66.00 , $175.00 ," ? 11,550.00 ",
958,29-Aug-16, 29 Aug 16, $15 ,5,Monkey Bridge,emilpedersen, $66.00 , $75.00 ," ? 4,950.00 ",
959,29-Aug-16, 29 Aug 16, $50 ,1,4BuildBox IOS Games,GohanLee, $66.00 , $50.00 ," ? 3,300.00 ",
960,26-Aug-16, 9 Mar 17, $14 ,4,Left To Right - Fast Pace Finger Game,Dulisa1, $66.00 , $56.00 ," ? 3,696.00 ",
961,26-Aug-16, 26 Aug 16, $13 ,0,Cross the Atlantic Lite,andypullshare, $66.00 , $-   , ? -   ,
962,25-Aug-16, 25 Aug 16, $35 ,12,Piczzle - iOS Universal Game (Swift),stevk, $66.00 , $420.00 ," ? 27,720.00 ",
963,24-Aug-16, 24 Aug 16, $25 ,4,Mine Adventure,WhaleGames, $66.00 , $100.00 ," ? 6,600.00 ",
964,24-Aug-16, 2 Jan 18, $46 ,18,Rabbit Forest - iOS - Android - iAP + ADMOB + Leaderboards + Chartboost Buildbox,OdiGames, $66.00 , $828.00 ," ? 54,648.00 ",
965,24-Aug-16, 8 Jun 18, $14 ,36,Country - Full iOS template app written in Swift,Brommkollc, $66.00 , $504.00 ," ? 33,264.00 ",
966,23-Aug-16, 4 Sep 18, $29 ,142,Mokets (Mobile Commerce iOS Full Application) V1.2,Panacea-Soft, $66.00 ," $4,118.00 "," ? 2,71,788.00 ",
967,23-Aug-16, 23 Aug 16, $22 ,9,The Stack Game - Unity 3D - IOS,toolgaege, $66.00 , $198.00 ," ? 13,068.00 ",
968,23-Aug-16, 23 Aug 16, $15 ,4,Bouncing Ball IOS GAME,gheorghe95, $66.00 , $60.00 ," ? 3,960.00 ",
969,23-Aug-16, 24 Aug 16, $35 ,12,Quiz Marathon Trivia With CMS - iOS,INVEDION, $66.00 , $420.00 ," ? 27,720.00 ",
970,22-Aug-16, 9 Mar 17, $14 ,1,One More To Go - Fast Pace Tapping Game,Dulisa1, $66.00 , $14.00 , ? 924.00 ,
971,22-Aug-16, 1 Sep 16, $18 ,5,Street Racer Game - Unity 3D - IOS,toolgaege, $66.00 , $90.00 ," ? 5,940.00 ",
972,22-Aug-16, 22 Aug 16, $30 ,5,Impossible Circle,stevk, $66.00 , $150.00 ," ? 9,900.00 ",
973,19-Aug-16, 13 Feb 17, $19 ,28,Interactive Quiz app,trES2A, $66.00 , $532.00 ," ? 35,112.00 ",
974,19-Aug-16, 26 Jan 19, $25 ,106,Store Finder - Find stores around you - Swift 4 / Xcode 9 / IOS 11 / Firebase,Top-Templates, $66.00 ," $2,650.00 "," ? 1,74,900.00 ",
975,18-Aug-16, 20 Jun 17, $15 ,6,Grid - 3x3,emilpedersen, $66.00 , $90.00 ," ? 5,940.00 ",
976,18-Aug-16, 18 Aug 16, $20 ,4,DJ Soundboard - Soundboard Source Code,dwinnbrown, $66.00 , $80.00 ," ? 5,280.00 ",
977,12-Aug-16, 22 Nov 16, $15 ,9,Morse Code,emilpedersen, $66.00 , $135.00 ," ? 8,910.00 ",
978,12-Aug-16, 12 Aug 16, $19 ,11,Chat App with multiple Rooms iOS 9 Universal (Swift 2.2),3r14ntube, $66.00 , $209.00 ," ? 13,794.00 ",
979,12-Aug-16, 22 Nov 16, $14 ,7,It Is Time,emilpedersen, $66.00 , $98.00 ," ? 6,468.00 ",
980,11-Aug-16, 11 Aug 16, $14 ,2,"Sailing Car Go IOS with Admob | Chartboost | Leaderboard and No Ads ""In App Purchase",GohanLee, $66.00 , $28.00 ," ? 1,848.00 ",
981,11-Aug-16, 11 Aug 16, $14 ,0,3 Touch - Swift iOS 3D Touch Game,TigerIOS, $66.00 , $-   , ? -   ,
982,11-Aug-16, 21 Oct 16, $16 ,14,Puppygram - iOS Async Photo Gallery App,Brommkollc, $66.00 , $224.00 ," ? 14,784.00 ",
983,11-Aug-16, 26 Jan 19, $20 ,829,SuperView - WebView App for iOS with Push Notification, In-app Purchase, $66.00 ," $16,580.00 "," ? 10,94,280.00 ",
984,10-Aug-16, 23 Aug 16, $19 ,2,Kamikaze Bird Blast - iOS,INVEDION, $66.00 , $38.00 ," ? 2,508.00 ",
985,08-Aug-16, 19 Nov 18, $21 ,15,My FM iOS,viaviwebtech, $66.00 , $315.00 ," ? 20,790.00 ",
986,05-Aug-16, 5 Aug 16, $13 ,0,Apples Battle Lite,andypullshare, $66.00 , $-   , ? -   ,
987,05-Aug-16, 5 Aug 16, $22 ,20,Jungle Adventures - AdMob ads + IAP + Splash Screen and more!,Super_Studios, $66.00 , $440.00 ," ? 29,040.00 ",
988,03-Aug-16, 13 Dec 17, $35 ,26,Connected Dots - iOS Universal Game (Swift),stevk, $66.00 , $910.00 ," ? 60,060.00 ",
989,30-Jul-16, 30 Jul 16, $13 ,1,Flat Rubik,vietgameplay, $66.00 , $13.00 , ? 858.00 ,
990,28-Jul-16, 25 May 18, $33 ,81,Catch The Monsters | iOS Universal Geolocation Game Template (Swift),cubycode, $66.00 ," $2,673.00 "," ? 1,76,418.00 ",
991,28-Jul-16, 27 Mar 18, $26 ,20,BMI Calculator for iOS - Full Application with PSD,ExpressTemplate, $66.00 , $520.00 ," ? 34,320.00 ",
992,28-Jul-16, 28 Jul 16, $29 ,10,Juggle Ball - iOS Universal Game (Swift),stevk, $66.00 , $290.00 ," ? 19,140.00 ",
993,27-Jul-16, 27 Jul 16, $14 ,1,Baby's First Animals,andypullshare, $66.00 , $14.00 , ? 924.00 ,
994,27-Jul-16, 27 Jul 16, $24 ,7,Password Generator -  iOS Universal App Template (Swift),stevk, $66.00 , $168.00 ," ? 11,088.00 ",
995,25-Jul-16, 25 Jul 16, $16 ,0,iMoments - iOS Universal App Template,stevk, $66.00 , $-   , ? -   ,
996,25-Jul-16, 26 Jul 16, $30 ,10,Poke Base,WhaleGames, $66.00 , $300.00 ," ? 19,800.00 ",
997,19-Jul-16, 25 May 18, $33 ,30,FindMe | iOS Universal People Searching App Template (Swift),cubycode, $66.00 , $990.00 ," ? 65,340.00 ",
998,18-Jul-16, 30 Jul 16, $19 ,24,City Guide iOS iPhone App,sanljiljan, $66.00 , $456.00 ," ? 30,096.00 ",
999,15-Jul-16, 15 Jul 16, $13 ,6,Hexaro,vietgameplay, $66.00 , $78.00 ," ? 5,148.00 ",
1000,14-Jul-16, 9 Mar 17, $14 ,7,600 Floors - Fast Pace Jumping Game,Dulisa1, $66.00 , $98.00 ," ? 6,468.00 ",
1001,14-Jul-16, 28 Jul 16, $25 ,17,City Builder,WhaleGames, $66.00 , $425.00 ," ? 28,050.00 ",
1002,13-Jul-16, 13 Feb 17, $16 ,5,Crazy Cookie,, $66.00 , $80.00 ," ? 5,280.00 ",
1003,12-Jul-16, 22 Jul 18, $39 ,144,Spotimusic - personal streaming music service,Appteve, $66.00 ," $5,616.00 "," ? 3,70,656.00 ",
1004,12-Jul-16, 25 May 18, $29 ,33,ToDoo | iOS Universal To-Do App Template (Swift),cubycode, $66.00 , $957.00 ," ? 63,162.00 ",
1005,08-Jul-16, 8 Jul 16, $20 ,4,Tap It Up - iOS xCode & Buildbox Game Template,jnfproduction, $66.00 , $80.00 ," ? 5,280.00 ",
1006,06-Jul-16, 6 Jul 16, $24 ,9,Shoot,stevk, $66.00 , $216.00 ," ? 14,256.00 ",
1007,06-Jul-16, 8 Jul 16, $13 ,9,Infinity Jumper IOS  Buildbox ,gheorghe95, $66.00 , $117.00 ," ? 7,722.00 ",
1008,06-Jul-16, 6 Jul 16, $24 ,7,Stacks,stevk, $66.00 , $168.00 ," ? 11,088.00 ",
1009,05-Jul-16, 5 Jul 16, $16 ,4,Jumping Bird IOS,TysooN, $66.00 , $64.00 ," ? 4,224.00 ",
1010,05-Jul-16, 6 Sep 17, $25 ,16,Flappy Blueprint - The Ultimate Template in iOS10 and Swift 3,rebeloper, $66.00 , $400.00 ," ? 26,400.00 ",
1011,04-Jul-16, 1 Oct 18, $33 ,40,AskIt | iOS Universal Questions/Answers App Template (Swift),cubycode, $66.00 ," $1,320.00 "," ? 87,120.00 ",
1012,04-Jul-16, 4 Jul 16, $14 ,2,PivoT RoLL,GameLabs, $66.00 , $28.00 ," ? 1,848.00 ",
1013,04-Jul-16, 4 Jul 16, $15 ,3,Sound Memory Game iOS,Grolfskin, $66.00 , $45.00 ," ? 2,970.00 ",
1014,28-Jun-16, 28 Jun 16, $14 ,3,Angry Animals Lite,andypullshare, $66.00 , $42.00 ," ? 2,772.00 ",
1015,28-Jun-16, 28 Jun 16, $17 ,7,Scary Game Kit,MobileGames, $66.00 , $119.00 ," ? 7,854.00 ",
1016,27-Jun-16, 27 Jun 16, $13 ,4,Zigii IOS & Android  full game ,gheorghe95, $66.00 , $52.00 ," ? 3,432.00 ",
1017,27-Jun-16, 13 Feb 17, $19 ,20,Angry Moon: Abnormal To-Do List and Reminder,trES2A, $66.00 , $380.00 ," ? 25,080.00 ",
1018,27-Jun-16, 27 Jun 16, $28 ,9,MyGrocery App - Your iOS Grocery App with Backend,mcommerce, $66.00 , $252.00 ," ? 16,632.00 ",
1019,20-Jun-16, 28 Jan 19, $22 ,95,iOS Live Tv Pro,viaviwebtech, $66.00 ," $2,090.00 "," ? 1,37,940.00 ",
1020,14-Jun-16, 1 Mar 17, $17 ,18,Live Video - Video streaming for Facebook Page (swift 3,, $66.00 , $306.00 ," ? 20,196.00 ",
1021,14-Jun-16, 20 Jun 16, $19 ,48,Finder - iOS Directory App Template,appifyxyz, $66.00 , $912.00 ," ? 60,192.00 ",
1022,13-Jun-16, 13 Jun 16, $16 ,9,UnlcokDoors IOS,GohanLee, $66.00 , $144.00 ," ? 9,504.00 ",
1023,13-Jun-16, 13 Jun 16, $18 ,9,Dashy Bus ,GameLabs, $66.00 , $162.00 ," ? 10,692.00 ",
1024,10-Jun-16, 2 Jan 18, $32 ,19,Submarine Adventure - iOS - Android - iAP + ADMOB + Leaderboards + Chartboost Buildbox,OdiGames, $66.00 , $608.00 ," ? 40,128.00 ",
1025,10-Jun-16, 11 Jan 17, $18 ,18,Simple Weather V1,muccanado, $66.00 , $324.00 ," ? 21,384.00 ",
1026,08-Jun-16, 8 Jun 16, $13 ,7,Parrot. - AdMob,leaderboard, $66.00 , $91.00 ," ? 6,006.00 ",
1027,08-Jun-16, 11 Aug 16, $19 ,49,Audacity - Your iOS Company Profile App + Free Static Website + Google Analytics,appifyxyz, $66.00 , $931.00 ," ? 61,446.00 ",
1028,06-Jun-16, 6 Jun 16, $14 ,2,Mr. Jim,stevk, $66.00 , $28.00 ," ? 1,848.00 ",
1029,03-Jun-16, 6 Jun 16, $25 ,18,Mmino - iOS Music Band App,RockStar_Media, $66.00 , $450.00 ," ? 29,700.00 ",
1030,03-Jun-16, 10 Apr 18, $25 ,31,iMemes | iOS Universal Meme Creator App Template (Swift),cubycode, $66.00 , $775.00 ," ? 51,150.00 ",
1031,02-Jun-16, 9 Mar 17, $14 ,4,Colorz Lines - Fast Color reaction Game,Dulisa1, $66.00 , $56.00 ," ? 3,696.00 ",
1032,01-Jun-16, 2 Jan 18, $24 ,15,Monster Fall - iOS - Android - iAP + ADMOB + Leaderboards + Chartboost,OdiGames, $66.00 , $360.00 ," ? 23,760.00 ",
1033,01-Jun-16, 1 Jun 16, $29 ,13,Road to Kuiper,stevk, $66.00 , $377.00 ," ? 24,882.00 ",
1034,30-May-16, 30 May 16, $14 ,5,"NorthJourney IOS with Admob | Chartboost | Leaderboard and No Ads ""In App Purchase",GohanLee, $66.00 , $70.00 ," ? 4,620.00 ",
1035,28-May-16, 31 May 16, $24 ,12,Photo Quotes Builder Template for iOS,ExpressTemplate, $66.00 , $288.00 ," ? 19,008.00 ",
1036,26-May-16, 27 May 16, $12 ,4,Color Dotz Clone,bluemoon_Studios, $66.00 , $48.00 ," ? 3,168.00 ",
1037,25-May-16, 2 Jan 18, $12 ,26,Angry Cave Lady - iOS - Android - iAP + ADMOB + Leaderboards,OdiGames, $66.00 , $312.00 ," ? 20,592.00 ",
1038,24-May-16, 10 Apr 18, $25 ,25,Overr | iOS iPhone Photo + Text App template (Swift),cubycode, $66.00 , $625.00 ," ? 41,250.00 ",
1039,20-May-16, 20 May 16, $14 ,3,fUn emoji- Only Buildbox Game Template,BuildboxStore, $66.00 , $42.00 ," ? 2,772.00 ",
1040,20-May-16, 20 May 16, $14 ,4,Color twist -Only Buildbox Game Template,BuildboxStore, $66.00 , $56.00 ," ? 3,696.00 ",
1041,16-May-16, 2 Jan 18, $9 ,24,BackPack Ride - iOS - Android - iAP + ADMOB + Leaderboards + HeyZap,OdiGames, $66.00 , $216.00 ," ? 14,256.00 ",
