,create_Date,last_update, Price ,sales,app_name,Created_by, usd , total , inr-tot ,
440,20-Dec-17, 19 Dec 17, $16 ,2,DESTROY THE BRICK WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $32.00 ," ? 2,048.00 ",
441,20-Dec-17, 19 Dec 17, $16 ,1,Santa's Gifts - IOS XCODE Source + Buildbox Template,zahragames, $64.00 , $16.00 ," ? 1,024.00 ",
442,20-Dec-17, 19 Dec 17, $99 ,1,Paper Plane Switch - XCODE + Admob + Complete Game + Review + Share + Endless Game,MobileEngineer, $64.00 , $99.00 ," ? 6,336.00 ",
443,16-Dec-17, 15 Dec 17, $16 ,1,Viking adventure  + Admob + IOS Xcode Project,aminokee, $64.00 , $16.00 ," ? 1,024.00 ",
444,16-Dec-17, 15 Dec 17, $19 ,8,Sudoku Scanner,vietgameplay, $64.00 , $152.00 ," ? 9,728.00 ",
445,15-Dec-17, 14 Dec 17, $14 ,3,Yoga Exercise With Admob (Project IOS XCODE ),aminokee, $64.00 , $42.00 ," ? 2,688.00 ",
446,15-Dec-17, 27 Dec 17, $22 ,5,Fennec fox jump - IOS XCODE Source + Buildbox Template,zahragames, $64.00 , $110.00 ," ? 7,040.00 ",
447,13-Dec-17, 18 Sep 18, $49 ,1,Boxy,TapTapStudio, $64.00 , $49.00 ," ? 3,136.00 ",
448,09-Dec-17, 26 Apr 18, $19 ,2,Boxes vs Jumping Ball - IOS XCODE Source + Buildbox Template,zahragames, $64.00 , $38.00 ," ? 2,432.00 ",
449,09-Dec-17, 8 Dec 17, $20 ,1,Rescue Little Panda,iQueen, $64.00 , $20.00 ," ? 1,280.00 ",
450,09-Dec-17, 8 Dec 17, $24 ,3,Matching Ball & Bucket - New Concept Of Matching Game!,iQueen, $64.00 , $72.00 ," ? 4,608.00 ",
451,09-Dec-17, 8 Dec 17, $20 ,0,Animal Zoo Adventure,iQueen, $64.00 , $-   , ? -   ,
452,09-Dec-17, 8 Dec 17, $25 ,1,Rolling Donut + IOS XCODE Admob + Multiple Characters,MobileGTs, $64.00 , $25.00 ," ? 1,600.00 ",
453,07-Dec-17, 29 Dec 17, $12 ,3,Happy Cloud In The Space - IOS XCODE Source + Buildbox Template,zahragames, $64.00 , $36.00 ," ? 2,304.00 ",
454,07-Dec-17, 18 Sep 18, $49 ,2,Section,TapTapStudio, $64.00 , $98.00 ," ? 6,272.00 ",
455,07-Dec-17, 6 Dec 17, $20 ,1,Santa Runner 2 -Complete Game Buildbox 2.2.9 Template Included,skullcandybox, $64.00 , $20.00 ," ? 1,280.00 ",
456,07-Dec-17, 14 Sep 18, $49 ,4,Lighthouse,TapTapStudio, $64.00 , $196.00 ," ? 12,544.00 ",
457,07-Dec-17, 6 Dec 17, $16 ,3,SMASH BALLS WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $48.00 ," ? 3,072.00 ",
458,07-Dec-17, 6 Dec 17, $29 ,2,Castle Breach: iOS/Android/Buildbox Game Template,Crevasse, $64.00 , $58.00 ," ? 3,712.00 ",
459,07-Dec-17, 30 Mar 18, $25 ,1,Pop Me – One Hour Reskin - iOS11 and Swift 4 ready,rebeloper, $64.00 , $25.00 ," ? 1,600.00 ",
460,07-Dec-17, 18 Sep 18, $49 ,0,Sunny Boxes,TapTapStudio, $64.00 , $-   , ? -   ,
461,07-Dec-17, 6 Dec 17, $24 ,3,Archery Balloon Shoot,iQueen, $64.00 , $72.00 ," ? 4,608.00 ",
462,07-Dec-17, 6 Dec 17, $20 ,2,New Santa Run + iOS + Unity Source Project + Admob Banner & Interstitial + Share & Rating Button,developer8871, $64.00 , $40.00 ," ? 2,560.00 ",
463,07-Dec-17, 25 May 18, $35 ,7,"FlyWord | iOS Universal ""Message in a bottle"" App Template (Swift)",cubycode, $64.00 , $245.00 ," ? 15,680.00 ",
464,07-Dec-17, 6 Dec 17, $27 ,1,Space Shooter 25 missions! iOS & Android universal! Ads & IAP included!,fifdee, $64.00 , $27.00 ," ? 1,728.00 ",
465,07-Dec-17, 6 Dec 17, $16 ,1,ROAD OF PLANES - IOS XCODE FILE,DiaaAldeen, $64.00 , $16.00 ," ? 1,024.00 ",
466,05-Dec-17, 10 Jan 19, $29 ,0,Robot Unicorn Attack - iOS Xcode 10 + Admob,QUESTO_PLAY, $64.00 , $-   , ? -   ,
467,05-Dec-17, 10 Jan 19, $25 ,2,Monster jump Jungle Adventure - iOS Xcode 10 + AdMob,QUESTO_PLAY, $64.00 , $50.00 ," ? 3,200.00 ",
468,05-Dec-17, 4 Dec 17, $25 ,34,Education App iOS,ShreehariWeb, $64.00 , $850.00 ," ? 54,400.00 ",
469,05-Dec-17, 4 Dec 17, $18 ,0,Jump game iOS & Android universal! Ads & IAP included!,fifdee, $64.00 , $-   , ? -   ,
470,05-Dec-17, 4 Dec 17, $36 ,5,Path Swarm - iOS/Android/Buildbox Game Project,Crevasse, $64.00 , $180.00 ," ? 11,520.00 ",
471,05-Dec-17, 4 Dec 17, $14 ,8,Baby Bird flies in the Sky – Clone of Flappy Bird – iPhoneX,, $64.00 , $112.00 ," ? 7,168.00 ",
472,05-Dec-17, 30 Mar 18, $25 ,0,Slide to Me – One Hour Reskin - iOS11 and Swift 4 ready,rebeloper, $64.00 , $-   , ? -   ,
473,05-Dec-17, 8 Dec 17, $24 ,1,Attack On Penguin,iQueen, $64.00 , $24.00 ," ? 1,536.00 ",
474,28-Nov-17, 30 Mar 18, $25 ,0,Group Them - One Hour Reskin - iOS 11 and Swift 4 ready,rebeloper, $64.00 , $-   , ? -   ,
475,28-Nov-17, 27 Nov 17, $22 ,1,Highway Drag Drive,iQueen, $64.00 , $22.00 ," ? 1,408.00 ",
476,28-Nov-17, 1 May 18, $15 ,22,aiPicture - Swift 4 - Core ML,Captain_James, $64.00 , $330.00 ," ? 21,120.00 ",
477,25-Nov-17, 24 Nov 17, $29 ,3,Quickflush - iOS/Android/Buildbox Game Project,Crevasse, $64.00 , $87.00 ," ? 5,568.00 ",
478,25-Nov-17, 18 Feb 18, $24 ,122,UI Templates for IOS - 180++ UI Templates for your IOS App Projects,WPBootstrap, $64.00 ," $2,928.00 "," ? 1,87,392.00 ",
479,24-Nov-17, 30 Mar 18, $25 ,0,Whack Till You Can - One Hour Reskin - iOS 11 and Swift 4 ready,rebeloper, $64.00 , $-   , ? -   ,
480,24-Nov-17, 23 Nov 17, $14 ,4,FLAGS QUIZ WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $56.00 ," ? 3,584.00 ",
481,24-Nov-17, 1 Feb 18, $25 ,1,Baby Shark Adventure + IOS XCODE Admob + Multiple Characters,MobileGTs, $64.00 , $25.00 ," ? 1,600.00 ",
482,24-Nov-17, 18 Sep 18, $49 ,3,Second Side,TapTapStudio, $64.00 , $147.00 ," ? 9,408.00 ",
483,21-Nov-17, 1 Feb 18, $9 ,11,Painting Book,Hideainfosys, $64.00 , $99.00 ," ? 6,336.00 ",
484,21-Nov-17, 21 Nov 17, $14 ,0,BLUE WHALE WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $-   , ? -   ,
485,21-Nov-17, 18 Sep 18, $49 ,3,Xmas Candies,TapTapStudio, $64.00 , $147.00 ," ? 9,408.00 ",
486,21-Nov-17, 16 Jan 18, $18 ,28,Food Delivery - iOS App,ThemeDimension, $64.00 , $504.00 ," ? 32,256.00 ",
487,21-Nov-17, 21 Nov 17, $16 ,4,SMART BABY WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $64.00 ," ? 4,096.00 ",
488,17-Nov-17, 17 Nov 17, $14 ,4,JUMPEY WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $56.00 ," ? 3,584.00 ",
489,17-Nov-17, 18 Sep 18, $49 ,0,Shapes,TapTapStudio, $64.00 , $-   , ? -   ,
490,17-Nov-17, 18 Sep 18, $49 ,0,Fireplace,TapTapStudio, $64.00 , $-   , ? -   ,
491,17-Nov-17, 17 Nov 17, $9 ,9,Vision App - Core ML,Faris2810, $64.00 , $81.00 ," ? 5,184.00 ",
492,14-Nov-17, 13 May 18, $249 ,1,Black Friday Bundle Sale - 20 Source Codes in iOS 11 and Swift 4,rebeloper, $64.00 , $249.00 ," ? 15,936.00 ",
493,14-Nov-17, 14 Nov 17, $14 ,4,Xina Hood - Buildbox Game Template + iOS Xcode Project Template (BBDOC),MDR07, $64.00 , $56.00 ," ? 3,584.00 ",
494,14-Nov-17, 10 Jan 19, $23 ,2,Glow Color Space - iOS Xcode 10 + Admob,QUESTO_PLAY, $64.00 , $46.00 ," ? 2,944.00 ",
495,14-Nov-17, 10 Jan 19, $25 ,1,Sweet Candy Jump - iOS Xcode 10 - Admob,QUESTO_PLAY, $64.00 , $25.00 ," ? 1,600.00 ",
496,14-Nov-17, 14 Nov 17, $14 ,3,Space Warrior - Buildbox Game Template + iOS Xcode Project Template (BBDOC),MDR07, $64.00 , $42.00 ," ? 2,688.00 ",
497,14-Nov-17, 14 Nov 17, $14 ,0,monkey the monk - Buildbox Game Template + iOS Xcode Project Template (BBDOC),MDR07, $64.00 , $-   , ? -   ,
498,14-Nov-17, 14 Nov 17, $14 ,1,Kim The Rider- Buildbox Game Template + iOS Xcode Project Template (BBDOC),MDR07, $64.00 , $14.00 , ? 896.00 ,
499,14-Nov-17, 14 Nov 17, $29 ,24,.radio - iOS,RockStar_Media, $64.00 , $696.00 ," ? 44,544.00 ",
500,14-Nov-17, 18 Sep 18, $49 ,0,Swipy,TapTapStudio, $64.00 , $-   , ? -   ,
501,09-Nov-17, 9 Nov 17, $29 ,16,myChurch - iOS,RockStar_Media, $64.00 , $464.00 ," ? 29,696.00 ",
502,09-Nov-17, 9 Nov 17, $18 ,0,Emoji Cleaner Game Template for iOS and tvOS Xcode,BBStore, $64.00 , $-   , ? -   ,
503,09-Nov-17, 9 Nov 17, $10 ,2,THE MAZE WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $20.00 ," ? 1,280.00 ",
504,09-Nov-17, 10 Jan 19, $29 ,1,UNICORN DASH MULTI STAGES - iOS Xcode 10 + Admob,QUESTO_PLAY, $64.00 , $29.00 ," ? 1,856.00 ",
505,09-Nov-17, 10 Jan 19, $19 ,0,Flip Bottle and Ball Challenge - iOS Xcode 10,QUESTO_PLAY, $64.00 , $-   , ? -   ,
506,08-Nov-17, 8 Nov 17, $18 ,1,SNOW BIRDS WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $18.00 ," ? 1,152.00 ",
507,08-Nov-17, 8 Nov 17, $39 ,2,RentCar | iOS + Web Rent Car Template,expanded, $64.00 , $78.00 ," ? 4,992.00 ",
508,08-Nov-17, 8 Nov 17, $25 ,1,Cube Pumpkin + Admob (IOS XCODE 8) Multiple Characters,MobileGTs, $64.00 , $25.00 ," ? 1,600.00 ",
509,06-Nov-17, 30 Nov 17, $24 ,12,Ionic & Firebase Forum - Questions & Answers App - Full Application,jamesmax, $64.00 , $288.00 ," ? 18,432.00 ",
510,03-Nov-17, 2 Nov 17, $18 ,1,CANDY CATCHER WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $18.00 ," ? 1,152.00 ",
511,03-Nov-17, 2 Nov 17, $29 ,3,Gravity Twister IOS Project - Buildbox Include,iosExp, $64.00 , $87.00 ," ? 5,568.00 ",
512,03-Nov-17, 25 Feb 19, $15 ,28,Personal Diary | Swift 4 - Firebase,Captain_James, $64.00 , $420.00 ," ? 26,880.00 ",
513,03-Nov-17, 30 Mar 18, $25 ,2,Gatherer – One Hour Reskin - iOS 11 and Swift 4 ready,rebeloper, $64.00 , $50.00 ," ? 3,200.00 ",
514,03-Nov-17, 2 Nov 17, $24 ,1,Bike Drive,iQueen, $64.00 , $24.00 ," ? 1,536.00 ",
515,03-Nov-17, 2 Nov 17, $24 ,2,Jelly Jumping Mania,iQueen, $64.00 , $48.00 ," ? 3,072.00 ",
516,26-Oct-17, 26 Oct 17, $99 ,2,Multi-language speech & text translator,jiteshdugar, $64.00 , $198.00 ," ? 12,672.00 ",
517,26-Oct-17, 25 Oct 17, $249 ,1,Halloween Bundle Sale - 20 Source Codes in iOS 11 and Swift 4,rebeloper, $64.00 , $249.00 ," ? 15,936.00 ",
518,23-Oct-17, 23 Oct 17, $39 ,3,Candy Bundle ( 2 Games ) + Admob + IOS Xcode Project,MobileGTs, $64.00 , $117.00 ," ? 7,488.00 ",
519,23-Oct-17, 23 Oct 17, $16 ,1,BIRTREE GAME WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $16.00 ," ? 1,024.00 ",
520,23-Oct-17, 10 Sep 18, $19 ,8,Product Review | Survey | Feedback through Video (iOS),dreamguys, $64.00 , $152.00 ," ? 9,728.00 ",
521,20-Oct-17, 20 Oct 17, $24 ,2,Swipe IT - xCode Project + AdMob Banner + Interstitial + IAP,androdev, $64.00 , $48.00 ," ? 3,072.00 ",
522,20-Oct-17, 20 Oct 17, $24 ,4,Pumpkin Line Crossing,iQueen, $64.00 , $96.00 ," ? 6,144.00 ",
523,18-Oct-17, 23 Oct 17, $25 ,6,Dragon Adventure + IOS XCODE Admob + Multiple Characters,MobileGTs, $64.00 , $150.00 ," ? 9,600.00 ",
524,17-Oct-17, 14 Nov 18, $49 ,9,School Master Mobile App for iphone,dasinfomedia, $64.00 , $441.00 ," ? 28,224.00 ",
525,17-Oct-17, 17 Oct 17, $299 ,0,20 Games - iPhoneX, iOS11, $64.00 , $-   , ? -   ,
526,14-Oct-17, 23 Oct 17, $18 ,13,Radios,pm_mons2522, $64.00 , $234.00 ," ? 14,976.00 ",
527,14-Oct-17, 26 Jan 19, $24 ,5,Workout Timer,Kvtmi, $64.00 , $120.00 ," ? 7,680.00 ",
528,13-Oct-17, 13 Oct 17, $24 ,6,Solar System (ARKit) | Swift 4,Captain_James, $64.00 , $144.00 ," ? 9,216.00 ",
529,13-Oct-17, 24 Oct 17, $20 ,11,StickerPad IMessage App,NetLancers, $64.00 , $220.00 ," ? 14,080.00 ",
530,13-Oct-17, 12 Oct 17, $14 ,7,Apple Wireless Device Connection,mclife, $64.00 , $98.00 ," ? 6,272.00 ",
531,10-Oct-17, 14 Nov 17, $19 ,150,Web to App for iOS,mcc-ltd, $64.00 ," $2,850.00 "," ? 1,82,400.00 ",
532,10-Oct-17, 10 Oct 17, $20 ,3,GIRLS STYLE WITH ADMOB - IOS XCODE FILE,DiaaAldeen, $64.00 , $60.00 ," ? 3,840.00 ",
533,10-Oct-17, 30 Mar 18, $25 ,2,Flappy Pet - One Hour Reskin - iOS11,, $64.00 , $50.00 ," ? 3,200.00 ",
534,09-Oct-17, 12 Oct 17, $18 ,18,Radio live,iosExp, $64.00 , $324.00 ," ? 20,736.00 ",
535,05-Oct-17, 8 Oct 17, $25 ,11,Halloween Madness + IOS XCODE Admob + Multiple Characters,MobileGTs, $64.00 , $275.00 ," ? 17,600.00 ",
536,04-Oct-17, 8 Oct 17, $5 ,49,StartApp,wuops, $64.00 , $245.00 ," ? 15,680.00 ",
537,26-Sep-17, 25 Sep 17, $18 ,60,Home Decoration AR,NetLancers, $64.00 ," $1,080.00 "," ? 69,120.00 ",
538,23-Sep-17, 23 Sep 17, $25 ,3,Pumpkin Rescue + IOS XCODE Admob + Multiple Characters,MobileGTs, $64.00 , $75.00 ," ? 4,800.00 ",
539,23-Sep-17, 18 Feb 18, $29 ,18,CarRento - Car Hire Rental Services Template IOS App Written in Swift 3 XCode Native,agordn, $64.00 , $522.00 ," ? 33,408.00 ",
540,19-Sep-17, 10 Feb 19, $34 ,29,Instant - A Working Messaging App Template (iOS),enrico20, $64.00 , $986.00 ," ? 63,104.00 ",
541,19-Sep-17, 19 Sep 17, $27 ,7,Flappy Bird Universal Game Swift (iOS + Admob),enrico20, $64.00 , $189.00 ," ? 12,096.00 ",
542,19-Sep-17, 25 Sep 17, $21 ,7,Quotes Image and Gifs - Native iOS App for Images/Gifs Quotes, Money ecc., $64.00 , $147.00 ," ? 9,408.00 ",
543,19-Sep-17, 19 Aug 18, $39 ,70,Social Network - Your complete social network app (iOS),enrico20, $64.00 ," $2,730.00 "," ? 1,74,720.00 ",
544,19-Sep-17, 18 Sep 17, $18 ,1,Frame Kart - A Virtual Reality Based iOS App for Optometrists and Ophthalmologists.,kolluru81, $64.00 , $18.00 ," ? 1,152.00 ",
545,15-Sep-17, 10 Jan 19, $17 ,2,Air Horn (iOS Xcode 10 + Admob + Buildbox),QUESTO_PLAY, $64.00 , $34.00 ," ? 2,176.00 ",
546,15-Sep-17, 28 Jul 18, $25 ,21,Radio & Chat (multi) iOS,Appteve, $64.00 , $525.00 ," ? 33,600.00 ",
547,13-Sep-17, 7 Mar 19, $25 ,62,WebToNative - Advanced iOS WebView Application (iPhone / iPad),ScriptWriter2017, $64.00 ," $1,550.00 "," ? 99,200.00 ",
548,13-Sep-17, 12 Sep 17, $18 ,0,Chalmers The Witch Game Template for IOS,BBStore, $64.00 , $-   , ? -   ,
549,11-Sep-17, 11 Sep 17, $53 ,26,E-Commerce iOS Native App with Powerful Cloud Backend,thecodefactory, $64.00 ," $1,378.00 "," ? 88,192.00 ",
550,08-Sep-17, 18 Sep 17, $59 ,0,Universal for IOS - New game concept ! Ads Google Analytics Push Graphics IAP....,beber666, $64.00 , $-   , ? -   ,
551,07-Sep-17, 7 Sep 17, $24 ,2,Make An Origami-Animals Xcode Project + IAP + Admob Banner & Interstitial,androdev, $64.00 , $48.00 ," ? 3,072.00 ",
552,07-Sep-17, 7 Sep 17, $16 ,3,Mad Taxi Drive,iQueen, $64.00 , $48.00 ," ? 3,072.00 ",
553,06-Sep-17, 5 Sep 17, $25 ,4,Bugs Adventure IOS XCODE Admob + Multiple Characters,MobileGTs, $64.00 , $100.00 ," ? 6,400.00 ",
554,02-Sep-17, 25 May 18, $39 ,49,AroundMe | iOS Universal Geolocated Questions App Template (Swift),cubycode, $64.00 ," $1,911.00 "," ? 1,22,304.00 ",
555,02-Sep-17, 24 Oct 17, $18 ,5,WOULD YOU RATHER WITH ADMOB - BUILDBOX & IOS PROJECT,DiaaAldeen, $64.00 , $90.00 ," ? 5,760.00 ",
556,02-Sep-17, 1 Sep 17, $10 ,18,Kids Color Book Pro - IOS,Hideainfosys, $64.00 , $180.00 ," ? 11,520.00 ",
557,02-Sep-17, 18 Sep 18, $49 ,7,Magic Forest,TapTapStudio, $64.00 , $343.00 ," ? 21,952.00 ",
558,02-Sep-17, 8 Sep 17, $29 ,7,Follow Social Networking Swift 4 Xcode 9 and Laravel 5.4,TigerIOS, $64.00 , $203.00 ," ? 12,992.00 ",
559,01-Sep-17, 1 Oct 18, $49 ,11,Cloud Music Player | Download & Listen MP3s Offline,bpolat1, $64.00 , $539.00 ," ? 34,496.00 ",
560,30-Aug-17, 18 Sep 18, $49 ,3,Alien Attack,TapTapStudio, $64.00 , $147.00 ," ? 9,408.00 ",
561,23-Aug-17, 23 Aug 17, $20 ,10,Crazy Math IOS XCODE + Admob Quiz Game Template,MobileGTs, $64.00 , $200.00 ," ? 12,800.00 ",
562,22-Aug-17, 22 Aug 17, $18 ,2,Box's - Dot connecting game,vipul404, $64.00 , $36.00 ," ? 2,304.00 ",
563,21-Aug-17, 20 Aug 17, $55 ,0,Place Mark Swift 3,TigerIOS, $64.00 , $-   , ? -   ,
564,21-Aug-17, 20 Aug 17, $16 ,4,Sarah IOS,GohanLee, $64.00 , $64.00 ," ? 4,096.00 ",
565,17-Aug-17, 17 Aug 17, $18 ,5,Color Skip Xcode Buildbox Template Included,tbucko, $64.00 , $90.00 ," ? 5,760.00 ",
566,16-Aug-17, 17 Aug 17, $14 ,5,CarpeDiem - e-commerce iOS application with integrated admin panel,XPandaApps, $64.00 , $70.00 ," ? 4,480.00 ",
567,11-Aug-17, 21 Feb 18, $18 ,54,Ivory Shop - iOS eCommerce App,ThemeDimension, $64.00 , $972.00 ," ? 62,208.00 ",
568,11-Aug-17, 18 Sep 18, $49 ,4,Ninja Breakout,TapTapStudio, $64.00 , $196.00 ," ? 12,544.00 ",
569,11-Aug-17, 30 Mar 18, $32 ,47,iOS Grocery Store  App,ShreehariWeb, $64.00 ," $1,504.00 "," ? 96,256.00 ",
570,10-Aug-17, 14 Aug 17, $16 ,6,Arabic Keyboard - Swift 3/4 ready,Captain_James, $64.00 , $96.00 ," ? 6,144.00 ",
571,10-Aug-17, 10 Jan 19, $19 ,2,Space Stars Trip Flying - iOS xcode 10 with AdMob,QUESTO_PLAY, $64.00 , $38.00 ," ? 2,432.00 ",
572,10-Aug-17, 19 Feb 19, $49 ,26,Foodie – Best Recipes iOS App,IBLInfotech, $64.00 ," $1,274.00 "," ? 81,536.00 ",
573,08-Aug-17, 8 Aug 17, $25 ,2,Catch The Black Ball - One Hour Reskin - iOS 10 and Swift 3 ready,rebeloper, $64.00 , $50.00 ," ? 3,200.00 ",
574,08-Aug-17, 21 Dec 17, $25 ,16,Triangle,WhaleGames, $64.00 , $400.00 ," ? 25,600.00 ",
575,04-Aug-17, 18 Sep 18, $49 ,4,Circles,TapTapStudio, $64.00 , $196.00 ," ? 12,544.00 ",
576,02-Aug-17, 11 May 18, $40 ,49,IOS Multiple Clinic App - Appointment Booking for Doctor,waywebsolution, $64.00 ," $1,960.00 "," ? 1,25,440.00 ",
577,02-Aug-17, 2 Aug 17, $24 ,5,Sticky Notes for iOS,ExpressTemplate, $64.00 , $120.00 ," ? 7,680.00 ",
578,02-Aug-17, 14 Sep 18, $49 ,5,Retro Racer,TapTapStudio, $64.00 , $245.00 ," ? 15,680.00 ",
579,02-Aug-17, 2 Aug 17, $15 ,3,Attack Color,TigerIOS, $64.00 , $45.00 ," ? 2,880.00 ",
580,01-Aug-17, 18 Sep 18, $49 ,6,Tap Dash,TapTapStudio, $64.00 , $294.00 ," ? 18,816.00 ",
581,01-Aug-17, 11 Feb 18, $14 ,2,The Opposite BBDOC Only,blad300, $64.00 , $28.00 ," ? 1,792.00 ",
582,01-Aug-17, 1 Aug 17, $19 ,1,Candy Flay Game for iPhone IOS + Admob Ads,hossin839, $64.00 , $19.00 ," ? 1,216.00 ",
583,31-Jul-17, 18 Sep 18, $49 ,2,Swipe Swipe,TapTapStudio, $64.00 , $98.00 ," ? 6,272.00 ",
584,31-Jul-17, 18 Sep 18, $49 ,3,Kick Block,TapTapStudio, $64.00 , $147.00 ," ? 9,408.00 ",
585,27-Jul-17, 18 Sep 18, $49 ,3,Flying Monsters,TapTapStudio, $64.00 , $147.00 ," ? 9,408.00 ",
586,27-Jul-17, 18 Sep 18, $49 ,1,Forest Rush,TapTapStudio, $64.00 , $49.00 ," ? 3,136.00 ",
587,26-Jul-17, 31 Jul 17, $19 ,2,Zug Up IOS Game for iPhone - AdMob Ads + Buildbox,hossin839, $64.00 , $38.00 ," ? 2,432.00 ",
588,26-Jul-17, 26 Jul 17, $18 ,1,Parachute Game Template for IOS,BBStore, $64.00 , $18.00 ," ? 1,152.00 ",
589,26-Jul-17, 26 Jul 17, $35 ,8,Blocks - iOS Universal Game (Swift),stevk, $64.00 , $280.00 ," ? 17,920.00 ",
590,19-Jul-17, 27 May 18, $24 ,31,OrderTaxi - Ready Uber like client-side application to order taxi,XPandaApps, $64.00 , $744.00 ," ? 47,616.00 ",
591,19-Jul-17, 19 Jul 17, $25 ,1,Forest Swiper IOS XCODE Source Admob + Multiple Characters,MobileGTs, $64.00 , $25.00 ," ? 1,600.00 ",
592,19-Jul-17, 26 Jul 17, $25 ,8,Risky + HeyZap + IOS XCODE + Buildbox Project + Easy to Reskin,jcpps, $64.00 , $200.00 ," ? 12,800.00 ",
593,19-Jul-17, 18 Jul 17, $15 ,4,Tap Race iOS Game with AdMob,Cube_Dev, $64.00 , $60.00 ," ? 3,840.00 ",
594,19-Jul-17, 18 Jul 17, $16 ,2,Zjump - iOS Game with Admob,OpenAppG, $64.00 , $32.00 ," ? 2,048.00 ",
595,19-Jul-17, 26 Jul 17, $29 ,9,Bob World Complete game + Buildbox 2.2.8 file,skullcandybox, $64.00 , $261.00 ," ? 16,704.00 ",
596,19-Jul-17, 16 Feb 19, $18 ,1,Robot car games for kids - iOS Xcode 10 + Admob + Buildbox template,QUESTO_PLAY, $64.00 , $18.00 ," ? 1,152.00 ",
597,19-Jul-17, 31 Aug 17, $19 ,72,QR Code & Barcode Scanner and Generator for iOS Swift with AdMob,mcc-ltd, $64.00 ," $1,368.00 "," ? 87,552.00 ",
598,17-Jul-17, 26 May 18, $39 ,30,YouNews | iOS Universal News App Template (Swift),cubycode, $64.00 ," $1,170.00 "," ? 74,880.00 ",
599,17-Jul-17, 17 Jul 17, $25 ,1,Avoid the Dots – One Hour Reskin, Swift 3 Ready, $64.00 , $25.00 ," ? 1,600.00 ",
600,17-Jul-17, 17 Jul 17, $32 ,21,IOS Clinic Appointment Booking App,waywebsolution, $64.00 , $672.00 ," ? 43,008.00 ",
601,17-Jul-17, 17 Jul 17, $16 ,9,The Runner Boy - iOS Game with Admob,OpenAppG, $64.00 , $144.00 ," ? 9,216.00 ",
602,17-Jul-17, 15 Feb 19, $18 ,0,DINO T-REX CHROME RUN - iOS Xcode 10 + Admob,QUESTO_PLAY, $64.00 , $-   , ? -   ,
603,14-Jul-17, 14 Jul 17, $15 ,2,Pickup Monkey iOS Admob Ads,PetraDev, $64.00 , $30.00 ," ? 1,920.00 ",
604,14-Jul-17, 8 Oct 17, $24 ,3,Catch Shaun,Kvtmi, $64.00 , $72.00 ," ? 4,608.00 ",
605,14-Jul-17, 14 Jul 17, $19 ,2,Flipo Bird Jumper - iOS Game with Admob,OpenAppG, $64.00 , $38.00 ," ? 2,432.00 ",
606,14-Jul-17, 14 Jul 17, $30 ,2,Cory Run 2 + Admob (Multiple Worlds)  IOS XCODE,MobileGTs, $64.00 , $60.00 ," ? 3,840.00 ",
607,13-Jul-17, 10 Apr 18, $34 ,10,iRestaurant | iOS Universal Restaurant App Template (Swift),cubycode, $64.00 , $340.00 ," ? 21,760.00 ",
608,12-Jul-17, 12 Jul 17, $29 ,0,Troll Soundboard Buttons - iOS Xcode,QUESTO_PLAY, $64.00 , $-   , ? -   ,
609,12-Jul-17, 12 Jul 17, $19 ,1,GHOST RADAR DETECTOR PRANK - iOS,QUESTO_PLAY, $64.00 , $19.00 ," ? 1,216.00 ",
610,12-Jul-17, 12 Jul 17, $21 ,3,Hang Drum Pad - iOS Xcode,QUESTO_PLAY, $64.00 , $63.00 ," ? 4,032.00 ",
611,11-Jul-17, 13 Apr 18, $24 ,39,Professional classified with chat iOS,Appteve, $64.00 , $936.00 ," ? 59,904.00 ",
612,10-Jul-17, 10 Jul 17, $99 ,5,Listen Radio Portal - iOS App,Desk87, $64.00 , $495.00 ," ? 31,680.00 ",
613,10-Jul-17, 15 Feb 19, $19 ,1,Eggs Catcher Happy Easter - iOS Xcode 10 + Admob,QUESTO_PLAY, $64.00 , $19.00 ," ? 1,216.00 ",
614,10-Jul-17, 10 Jul 17, $19 ,1,Fingerprint charger Battery Prank - iOS Xcode,QUESTO_PLAY, $64.00 , $19.00 ," ? 1,216.00 ",
615,07-Jul-17, 7 Jul 17, $19 ,2,DRUM PAD - iOS xcode - AdMob - Chartboost,QUESTO_PLAY, $64.00 , $38.00 ," ? 2,432.00 ",
616,07-Jul-17, 7 Jul 17, $19 ,2,Blood Types Checker Prank  - iOS xcode - AdMob - Chartboost,QUESTO_PLAY, $64.00 , $38.00 ," ? 2,432.00 ",
617,07-Jul-17, 7 Jul 17, $19 ,1,Blood Pressure Checker Prank - iOS xcode - AdMob - Chartboost,QUESTO_PLAY, $64.00 , $19.00 ," ? 1,216.00 ",
